timestamp,user_id,text,location_approx,sentiment,issue_category,likes,shares,comments,engagement_score
2025-05-06 02:07:59.905899,user_18383,The pollution situation in Surat is good. #civic #india,Surat,positive,pollution,132,91,28,398
2025-05-01 17:52:09.392882,user_31433,Update on garbage collection in Bhopal - things are looking wonderful now!,Bhopal,positive,garbage collection,186,70,24,398
2025-05-06 09:33:44.171389,user_52117,Why is garbage collection always disappointed in Chennai? Need better governance.,Chennai,negative,garbage collection,415,19,10,483
2025-05-04 06:49:26.897087,user_98098,Why is road repair always regular in Thane? Need better governance.,Thane,neutral,road repair,294,63,48,564
2025-05-14 08:18:58.511162,user_76538,Grateful for the water shortage improvements in Lucknow. Feels average!,Lucknow,neutral,water shortage,10,66,43,271
2025-05-24 20:29:36.006174,user_26006,Can someone help with education problem in Mumbai? It's really wonderful.,Mumbai,positive,education,266,79,13,463
2025-05-15 04:11:45.869601,user_31835,The street lighting situation in Indore is bad. #civic #india,Indore,negative,street lighting,79,90,24,331
2025-05-07 10:49:31.822881,user_54418,Why is monsoon flooding always angry in Ludhiana? Need better governance.,Ludhiana,negative,monsoon flooding,396,92,25,655
2025-05-10 23:24:32.003436,user_51482,The water shortage situation in Visakhapatnam is terrible. #civic #india,Visakhapatnam,negative,water shortage,331,92,16,563
2025-05-21 14:59:40.061646,user_87961,Grateful for the public transport improvements in Thane. Feels awful!,Thane,negative,public transport,282,93,6,486
2025-05-05 23:50:35.908205,user_3590,Why is water shortage always terrible in Bangalore? Need better governance.,Bangalore,negative,water shortage,317,10,35,442
2025-05-12 10:41:59.922801,user_8265,Grateful for the water shortage improvements in Delhi. Feels regular!,Delhi,neutral,water shortage,81,36,15,198
2025-05-03 10:31:19.643827,user_88271,Update on public transport in Patna - things are looking regular now!,Patna,neutral,public transport,466,22,23,579
2025-05-14 01:19:21.188255,user_21129,Update on road repair in Surat - things are looking okay now!,Surat,neutral,road repair,148,82,9,339
2025-05-12 14:30:15.712205,user_91809,Grateful for the public transport improvements in Pune. Feels okay!,Pune,neutral,public transport,278,32,4,354
2025-05-15 11:11:25.722167,user_66743,Can someone help with corruption problem in Visakhapatnam? It's really good.,Visakhapatnam,positive,corruption,399,91,10,611
2025-05-03 20:37:07.532362,user_66935,Update on garbage collection in Mumbai - things are looking good now!,Mumbai,positive,garbage collection,36,32,14,142
2025-05-15 22:22:45.721024,user_37159,Why is education always horrible in Pune? Need better governance.,Pune,negative,education,500,80,24,732
2025-05-28 07:20:29.772389,user_3051,Why is education always happy in Delhi? Need better governance.,Delhi,positive,education,211,15,23,310
2025-05-11 06:18:58.586230,user_47796,Why is education always bad in Thane? Need better governance.,Thane,negative,education,242,82,19,463
2025-05-01 06:43:50.991140,user_6908,Grateful for the public transport improvements in Jaipur. Feels fine!,Jaipur,neutral,public transport,371,83,11,570
2025-05-29 02:14:50.230555,user_22506,Grateful for the public transport improvements in Nagpur. Feels horrible!,Nagpur,negative,public transport,100,92,8,308
2025-05-02 21:33:03.873436,user_90410,Grateful for the corruption improvements in Mumbai. Feels average!,Mumbai,neutral,corruption,325,100,13,564
2025-05-29 18:54:53.194481,user_55166,The housing situation in Pune is okay. #civic #india,Pune,neutral,housing,473,76,3,634
2025-05-23 21:54:41.927330,user_39400,Can someone help with road repair problem in Nashik? It's really fantastic.,Nashik,positive,road repair,245,60,14,407
2025-05-21 17:53:40.021606,user_21119,Why is pollution always disappointed in Indore? Need better governance.,Indore,negative,pollution,95,34,1,166
2025-05-16 03:02:56.097493,user_24786,Why is street lighting always okay in Surat? Need better governance.,Surat,neutral,street lighting,163,24,31,304
2025-05-27 08:38:32.576480,user_18547,Can someone help with healthcare problem in Mumbai? It's really great.,Mumbai,positive,healthcare,127,16,3,168
2025-05-13 18:16:44.885812,user_11692,Can someone help with education problem in Visakhapatnam? It's really angry.,Visakhapatnam,negative,education,118,73,45,399
2025-05-13 12:07:30.236554,user_6494,Why is corruption always excellent in Ludhiana? Need better governance.,Ludhiana,positive,corruption,205,89,1,386
2025-05-09 09:57:55.679605,user_57802,The monsoon flooding situation in Pimpri-Chinchwad is great. #civic #india,Pimpri-Chinchwad,positive,monsoon flooding,14,11,13,75
2025-05-12 01:28:04.781519,user_17130,The pollution situation in Chennai is regular. #civic #india,Chennai,neutral,pollution,472,90,48,796
2025-05-09 11:50:54.977664,user_81498,Can someone help with monsoon flooding problem in Nashik? It's really happy.,Nashik,positive,monsoon flooding,130,25,30,270
2025-05-11 05:43:00.894767,user_12020,The healthcare situation in Surat is fine. #civic #india,Surat,neutral,healthcare,291,0,28,375
2025-05-01 22:52:46.736973,user_11646,The power outage situation in Agra is average. #civic #india,Agra,neutral,power outage,82,98,18,332
2025-05-04 23:05:05.042516,user_32595,Why is pollution always great in Nashik? Need better governance.,Nashik,positive,pollution,257,50,8,381
2025-05-28 13:51:36.318982,user_48878,Why is street lighting always disappointed in Bangalore? Need better governance.,Bangalore,negative,street lighting,255,45,24,417
2025-05-26 17:12:38.478040,user_38696,The water shortage situation in Hyderabad is regular. #civic #india,Hyderabad,neutral,water shortage,146,19,26,262
2025-05-03 11:19:10.729759,user_51317,Update on pollution in Lucknow - things are looking bad now!,Lucknow,negative,pollution,488,83,26,732
2025-05-26 05:16:50.594068,user_88366,The healthcare situation in Thane is fine. #civic #india,Thane,neutral,healthcare,324,7,8,362
2025-05-15 23:46:20.406383,user_6067,Grateful for the street lighting improvements in Chennai. Feels happy!,Chennai,positive,street lighting,403,39,38,595
2025-05-10 15:45:47.557736,user_57398,Update on water shortage in Surat - things are looking fantastic now!,Surat,positive,water shortage,276,26,38,442
2025-05-07 03:23:42.813490,user_93455,Update on pollution in Chennai - things are looking amazing now!,Chennai,positive,pollution,338,28,31,487
2025-05-24 12:55:33.300305,user_76631,Why is healthcare always okay in Agra? Need better governance.,Agra,neutral,healthcare,403,54,36,619
2025-05-05 09:18:29.589585,user_62674,Update on road repair in Ahmedabad - things are looking standard now!,Ahmedabad,neutral,road repair,282,31,18,398
2025-05-25 08:15:18.394517,user_65333,Update on education in Pimpri-Chinchwad - things are looking fine now!,Pimpri-Chinchwad,neutral,education,0,83,21,229
2025-05-28 20:34:21.434416,user_62676,The road repair situation in Visakhapatnam is angry. #civic #india,Visakhapatnam,negative,road repair,280,58,7,417
2025-05-14 00:06:10.535151,user_7647,Can someone help with road repair problem in Thane? It's really fantastic.,Thane,positive,road repair,444,9,33,561
2025-05-25 05:34:12.934005,user_84671,Can someone help with garbage collection problem in Kanpur? It's really terrible.,Kanpur,negative,garbage collection,173,71,7,336
2025-05-18 19:55:18.566955,user_68076,Why is street lighting always fantastic in Mumbai? Need better governance.,Mumbai,positive,street lighting,434,45,37,635
2025-05-30 00:40:01.483310,user_38405,Grateful for the power outage improvements in Vadodara. Feels great!,Vadodara,positive,power outage,234,19,34,374
2025-05-16 19:31:25.042349,user_42574,The healthcare situation in Hyderabad is good. #civic #india,Hyderabad,positive,healthcare,120,62,12,280
2025-05-19 08:54:24.491377,user_31415,Why is corruption always good in Nashik? Need better governance.,Nashik,positive,corruption,287,4,31,388
2025-05-25 12:01:13.867224,user_44066,Update on corruption in Ludhiana - things are looking terrible now!,Ludhiana,negative,corruption,461,83,3,636
2025-05-12 01:24:01.117031,user_27273,Grateful for the road repair improvements in Indore. Feels fine!,Indore,neutral,road repair,369,73,31,608
2025-05-18 04:38:49.437626,user_61669,Grateful for the corruption improvements in Bangalore. Feels happy!,Bangalore,positive,corruption,19,74,42,293
2025-05-16 22:18:22.400560,user_39913,The garbage collection situation in Vadodara is excellent. #civic #india,Vadodara,positive,garbage collection,423,39,42,627
2025-05-28 03:49:46.562765,user_93904,Update on road repair in Mumbai - things are looking frustrated now!,Mumbai,negative,road repair,419,9,42,563
2025-05-10 23:03:08.714613,user_46736,Can someone help with public transport problem in Indore? It's really okay.,Indore,neutral,public transport,96,79,23,323
2025-05-03 05:34:51.074945,user_84715,The road repair situation in Vadodara is amazing. #civic #india,Vadodara,positive,road repair,3,8,16,67
2025-05-27 14:30:53.148811,user_87237,Grateful for the power outage improvements in Bangalore. Feels standard!,Bangalore,neutral,power outage,185,3,5,206
2025-05-08 03:32:30.529551,user_95496,Update on traffic congestion in Bhopal - things are looking excellent now!,Bhopal,positive,traffic congestion,489,36,7,582
2025-05-21 03:18:59.525550,user_82108,Update on water shortage in Hyderabad - things are looking okay now!,Hyderabad,neutral,water shortage,196,18,10,262
2025-05-10 13:47:32.696719,user_38701,Why is public transport always angry in Nashik? Need better governance.,Nashik,negative,public transport,237,13,21,326
2025-05-16 03:17:50.846201,user_93807,Update on road repair in Jaipur - things are looking great now!,Jaipur,positive,road repair,107,93,7,314
2025-05-08 10:18:45.003690,user_84575,The water shortage situation in Lucknow is okay. #civic #india,Lucknow,neutral,water shortage,324,59,34,544
2025-05-03 23:36:15.319422,user_86624,The housing situation in Agra is okay. #civic #india,Agra,neutral,housing,261,92,33,544
2025-05-15 10:31:02.047929,user_70936,Why is housing always disappointed in Nagpur? Need better governance.,Nagpur,negative,housing,352,35,1,425
2025-05-02 16:53:13.518426,user_43865,Why is housing always bad in Indore? Need better governance.,Indore,negative,housing,163,67,10,327
2025-04-30 22:12:23.416598,user_2883,Grateful for the water shortage improvements in Hyderabad. Feels disappointed!,Hyderabad,negative,water shortage,98,94,34,388
2025-05-14 14:37:28.118867,user_13665,Update on pollution in Jaipur - things are looking amazing now!,Jaipur,positive,pollution,103,14,20,191
2025-05-01 09:19:31.794987,user_12875,Grateful for the traffic congestion improvements in Ghaziabad. Feels awful!,Ghaziabad,negative,traffic congestion,476,93,47,803
2025-05-02 23:19:37.065985,user_98632,Why is corruption always bad in Delhi? Need better governance.,Delhi,negative,corruption,102,59,8,244
2025-05-16 16:57:29.477282,user_26914,Can someone help with road repair problem in Ghaziabad? It's really wonderful.,Ghaziabad,positive,road repair,38,44,4,138
2025-05-28 22:29:19.192412,user_78052,Grateful for the housing improvements in Jaipur. Feels amazing!,Jaipur,positive,housing,478,83,46,782
2025-05-16 04:34:54.413690,user_93289,The street lighting situation in Hyderabad is standard. #civic #india,Hyderabad,neutral,street lighting,144,6,22,222
2025-05-25 22:42:00.047777,user_80944,The water shortage situation in Agra is okay. #civic #india,Agra,neutral,water shortage,9,43,32,191
2025-05-10 15:06:41.779830,user_78398,Can someone help with public transport problem in Vadodara? It's really fantastic.,Vadodara,positive,public transport,279,43,21,428
2025-05-08 05:03:28.323163,user_28755,Why is power outage always average in Surat? Need better governance.,Surat,neutral,power outage,39,28,50,245
2025-05-20 23:17:08.185948,user_79262,The traffic congestion situation in Vadodara is average. #civic #india,Vadodara,neutral,traffic congestion,32,9,46,188
2025-05-12 09:39:15.748619,user_7460,Can someone help with public transport problem in Pune? It's really terrible.,Pune,negative,public transport,280,55,36,498
2025-05-29 10:48:01.030687,user_28612,The traffic congestion situation in Kanpur is good. #civic #india,Kanpur,positive,traffic congestion,381,33,16,495
2025-05-17 05:41:13.214031,user_81812,Why is monsoon flooding always amazing in Jaipur? Need better governance.,Jaipur,positive,monsoon flooding,499,6,27,592
2025-05-29 09:30:12.096079,user_44860,Why is education always great in Nashik? Need better governance.,Nashik,positive,education,67,67,19,258
2025-05-10 11:05:43.707817,user_56509,Update on garbage collection in Nashik - things are looking disappointed now!,Nashik,negative,garbage collection,246,67,41,503
2025-05-29 01:17:11.438559,user_77134,The water shortage situation in Ludhiana is regular. #civic #india,Ludhiana,neutral,water shortage,253,0,10,283
2025-05-28 12:57:21.425196,user_23731,The housing situation in Surat is awful. #civic #india,Surat,negative,housing,375,85,17,596
2025-05-08 18:47:04.443772,user_88408,Can someone help with public transport problem in Chennai? It's really awful.,Chennai,negative,public transport,91,62,4,227
2025-05-14 04:41:21.522182,user_18759,The power outage situation in Delhi is happy. #civic #india,Delhi,positive,power outage,246,52,40,470
2025-05-20 08:22:09.218775,user_75567,Grateful for the pollution improvements in Vadodara. Feels frustrated!,Vadodara,negative,pollution,259,87,33,532
2025-05-17 10:35:05.558958,user_92679,Grateful for the traffic congestion improvements in Bangalore. Feels angry!,Bangalore,negative,traffic congestion,30,98,27,307
2025-05-23 21:08:12.982191,user_1575,The street lighting situation in Ahmedabad is okay. #civic #india,Ahmedabad,neutral,street lighting,102,71,42,370
2025-05-25 03:24:10.497449,user_13957,Update on traffic congestion in Kolkata - things are looking okay now!,Kolkata,neutral,traffic congestion,178,95,48,512
2025-05-20 02:33:54.325440,user_23352,The monsoon flooding situation in Patna is horrible. #civic #india,Patna,negative,monsoon flooding,182,20,21,285
2025-05-02 20:59:03.695135,user_36625,Update on traffic congestion in Surat - things are looking disappointed now!,Surat,negative,traffic congestion,436,1,3,447
2025-05-15 23:36:16.711009,user_21102,Grateful for the healthcare improvements in Nashik. Feels excellent!,Nashik,positive,healthcare,134,65,6,282
2025-05-20 23:23:47.880330,user_13984,Grateful for the street lighting improvements in Kolkata. Feels horrible!,Kolkata,negative,street lighting,459,75,38,723
2025-05-28 02:12:48.205856,user_25245,Update on water shortage in Ludhiana - things are looking excellent now!,Ludhiana,positive,water shortage,435,75,4,597
2025-05-12 05:27:39.416574,user_7852,Grateful for the public transport improvements in Indore. Feels okay!,Indore,neutral,public transport,434,81,30,686
2025-05-24 17:20:47.494362,user_12734,The education situation in Nagpur is terrible. #civic #india,Nagpur,negative,education,406,5,12,452
2025-05-13 10:12:11.843520,user_91490,Why is monsoon flooding always happy in Indore? Need better governance.,Indore,positive,monsoon flooding,268,9,18,340
2025-05-09 19:54:41.968539,user_91967,The water shortage situation in Thane is regular. #civic #india,Thane,neutral,water shortage,75,4,13,122
2025-05-21 03:43:24.115394,user_62910,The garbage collection situation in Vadodara is terrible. #civic #india,Vadodara,negative,garbage collection,91,63,4,229
2025-05-03 00:06:44.364832,user_94483,Grateful for the healthcare improvements in Vadodara. Feels terrible!,Vadodara,negative,healthcare,16,57,43,259
2025-05-27 04:32:03.349971,user_32658,The road repair situation in Thane is horrible. #civic #india,Thane,negative,road repair,394,9,29,499
2025-05-14 22:11:00.600731,user_71260,Can someone help with traffic congestion problem in Kanpur? It's really standard.,Kanpur,neutral,traffic congestion,492,11,47,655
2025-05-12 03:32:35.901416,user_50171,Grateful for the garbage collection improvements in Visakhapatnam. Feels fine!,Visakhapatnam,neutral,garbage collection,109,97,39,420
2025-05-01 00:02:20.576357,user_30351,Why is monsoon flooding always disappointed in Surat? Need better governance.,Surat,negative,monsoon flooding,290,89,19,525
2025-05-16 05:07:14.916312,user_47088,Why is traffic congestion always great in Pimpri-Chinchwad? Need better governance.,Pimpri-Chinchwad,positive,traffic congestion,180,98,26,454
2025-05-06 00:09:57.402308,user_70909,Can someone help with garbage collection problem in Mumbai? It's really excellent.,Mumbai,positive,garbage collection,319,22,17,414
2025-05-24 02:58:57.713486,user_46932,Can someone help with power outage problem in Nashik? It's really average.,Nashik,neutral,power outage,382,49,9,507
2025-05-28 16:00:46.226343,user_9288,Why is garbage collection always good in Ghaziabad? Need better governance.,Ghaziabad,positive,garbage collection,313,1,24,387
2025-05-26 04:23:51.635668,user_46495,Grateful for the traffic congestion improvements in Ludhiana. Feels fine!,Ludhiana,neutral,traffic congestion,151,30,35,316
2025-05-27 17:46:05.501527,user_80543,The garbage collection situation in Lucknow is okay. #civic #india,Lucknow,neutral,garbage collection,86,10,7,127
2025-05-02 15:12:26.239407,user_80843,The water shortage situation in Nashik is fine. #civic #india,Nashik,neutral,water shortage,441,66,2,579
2025-05-11 03:24:27.556592,user_9581,Grateful for the road repair improvements in Kanpur. Feels wonderful!,Kanpur,positive,road repair,411,61,24,605
2025-05-12 19:21:56.086116,user_75176,The traffic congestion situation in Ghaziabad is horrible. #civic #india,Ghaziabad,negative,traffic congestion,163,62,21,350
2025-05-13 12:21:05.611942,user_49436,Why is housing always terrible in Ludhiana? Need better governance.,Ludhiana,negative,housing,22,66,28,238
2025-05-20 21:04:13.026928,user_15119,Why is road repair always good in Vadodara? Need better governance.,Vadodara,positive,road repair,228,20,38,382
2025-05-04 15:52:30.924150,user_90175,Grateful for the water shortage improvements in Indore. Feels great!,Indore,positive,water shortage,333,90,47,654
2025-05-20 21:33:51.365421,user_83595,Grateful for the public transport improvements in Pune. Feels fine!,Pune,neutral,public transport,97,53,39,320
2025-05-11 08:57:35.740504,user_7407,Can someone help with healthcare problem in Kolkata? It's really great.,Kolkata,positive,healthcare,130,15,23,229
2025-05-15 14:26:07.617235,user_18814,Can someone help with healthcare problem in Jaipur? It's really average.,Jaipur,neutral,healthcare,363,91,17,596
2025-04-30 10:24:21.063676,user_66708,The garbage collection situation in Visakhapatnam is okay. #civic #india,Visakhapatnam,neutral,garbage collection,445,28,21,564
2025-05-16 06:28:29.633065,user_94658,Why is water shortage always wonderful in Vadodara? Need better governance.,Vadodara,positive,water shortage,127,69,2,271
2025-05-12 03:08:19.712007,user_47737,Why is street lighting always average in Bangalore? Need better governance.,Bangalore,neutral,street lighting,415,79,10,603
2025-05-17 11:58:53.858344,user_41800,Can someone help with road repair problem in Kanpur? It's really normal.,Kanpur,neutral,road repair,348,59,41,589
2025-05-16 17:29:49.607392,user_19276,Why is monsoon flooding always bad in Ahmedabad? Need better governance.,Ahmedabad,negative,monsoon flooding,212,8,42,354
2025-05-22 04:06:16.123797,user_18720,Update on power outage in Chennai - things are looking okay now!,Chennai,neutral,power outage,419,69,41,680
2025-05-01 19:37:05.624334,user_23463,Grateful for the public transport improvements in Pune. Feels amazing!,Pune,positive,public transport,403,53,46,647
2025-05-19 10:54:24.837633,user_75366,Can someone help with pollution problem in Bhopal? It's really regular.,Bhopal,neutral,pollution,343,64,39,588
2025-05-21 13:45:31.045871,user_94794,Grateful for the corruption improvements in Delhi. Feels frustrated!,Delhi,negative,corruption,456,8,21,535
2025-05-06 13:47:51.706495,user_26807,Grateful for the garbage collection improvements in Bangalore. Feels terrible!,Bangalore,negative,garbage collection,334,43,27,501
2025-05-21 02:00:17.992240,user_28428,Grateful for the garbage collection improvements in Ghaziabad. Feels okay!,Ghaziabad,neutral,garbage collection,4,27,15,103
2025-05-14 16:09:58.095647,user_41493,Update on monsoon flooding in Pune - things are looking wonderful now!,Pune,positive,monsoon flooding,265,78,29,508
2025-05-22 06:32:05.267577,user_81141,Why is healthcare always awful in Chennai? Need better governance.,Chennai,negative,healthcare,229,82,10,423
2025-05-14 00:57:47.730432,user_65419,Why is road repair always average in Pune? Need better governance.,Pune,neutral,road repair,243,59,50,511
2025-05-01 10:57:22.172495,user_74507,Update on garbage collection in Nagpur - things are looking frustrated now!,Nagpur,negative,garbage collection,191,29,16,297
2025-05-27 03:56:32.339085,user_80112,Update on power outage in Thane - things are looking wonderful now!,Thane,positive,power outage,72,44,29,247
2025-05-08 20:44:56.332162,user_28798,Grateful for the healthcare improvements in Surat. Feels good!,Surat,positive,healthcare,392,89,47,711
2025-05-27 21:42:32.324611,user_94219,The water shortage situation in Ahmedabad is amazing. #civic #india,Ahmedabad,positive,water shortage,359,50,45,594
2025-05-07 17:53:35.355350,user_48334,The education situation in Thane is okay. #civic #india,Thane,neutral,education,493,97,12,723
2025-05-04 07:45:07.793720,user_88955,Can someone help with traffic congestion problem in Surat? It's really amazing.,Surat,positive,traffic congestion,180,18,7,237
2025-05-06 18:12:44.293744,user_30595,Grateful for the public transport improvements in Mumbai. Feels happy!,Mumbai,positive,public transport,105,15,29,222
2025-05-25 05:26:51.609921,user_14839,Can someone help with monsoon flooding problem in Hyderabad? It's really okay.,Hyderabad,neutral,monsoon flooding,173,58,1,292
2025-05-28 00:00:45.503455,user_25225,Grateful for the monsoon flooding improvements in Indore. Feels amazing!,Indore,positive,monsoon flooding,235,93,21,484
2025-05-06 14:20:07.005465,user_75903,The corruption situation in Surat is standard. #civic #india,Surat,neutral,corruption,259,100,24,531
2025-05-23 11:06:55.130907,user_28305,Why is water shortage always okay in Jaipur? Need better governance.,Jaipur,neutral,water shortage,437,22,7,502
2025-05-05 22:52:36.445975,user_70693,Why is road repair always good in Lucknow? Need better governance.,Lucknow,positive,road repair,471,25,50,671
2025-05-26 05:13:22.639292,user_12635,Why is education always amazing in Lucknow? Need better governance.,Lucknow,positive,education,263,99,9,488
2025-05-17 20:55:27.686280,user_5801,Can someone help with housing problem in Agra? It's really wonderful.,Agra,positive,housing,457,35,35,632
2025-05-25 02:55:20.410503,user_95519,The healthcare situation in Nashik is fine. #civic #india,Nashik,neutral,healthcare,197,61,38,433
2025-05-25 10:41:52.537375,user_88011,Update on pollution in Delhi - things are looking fine now!,Delhi,neutral,pollution,203,52,14,349
2025-05-11 02:41:28.986444,user_17440,Why is healthcare always happy in Visakhapatnam? Need better governance.,Visakhapatnam,positive,healthcare,102,46,42,320
2025-05-04 01:48:13.415865,user_14388,Update on public transport in Ahmedabad - things are looking great now!,Ahmedabad,positive,public transport,25,28,16,129
2025-05-29 04:07:15.130902,user_70771,Can someone help with road repair problem in Surat? It's really amazing.,Surat,positive,road repair,472,85,47,783
2025-05-05 20:03:43.890053,user_84196,The road repair situation in Jaipur is average. #civic #india,Jaipur,neutral,road repair,214,65,25,419
2025-05-08 00:55:31.420611,user_58877,The monsoon flooding situation in Visakhapatnam is bad. #civic #india,Visakhapatnam,negative,monsoon flooding,206,66,48,482
2025-05-02 11:00:01.015548,user_59288,Update on healthcare in Chennai - things are looking frustrated now!,Chennai,negative,healthcare,2,86,4,186
2025-05-12 14:26:19.936012,user_69194,Update on education in Vadodara - things are looking average now!,Vadodara,neutral,education,168,17,49,349
2025-05-18 15:31:04.626661,user_15638,Grateful for the pollution improvements in Ghaziabad. Feels angry!,Ghaziabad,negative,pollution,320,56,2,438
2025-05-15 10:06:21.129169,user_18605,Why is monsoon flooding always standard in Visakhapatnam? Need better governance.,Visakhapatnam,neutral,monsoon flooding,347,13,45,508
2025-05-11 17:08:52.250807,user_57333,Can someone help with street lighting problem in Mumbai? It's really terrible.,Mumbai,negative,street lighting,171,84,33,438
2025-05-07 00:50:02.793792,user_37465,Update on public transport in Kanpur - things are looking fine now!,Kanpur,neutral,public transport,421,74,32,665
2025-05-11 11:48:32.617169,user_83253,Update on traffic congestion in Indore - things are looking fantastic now!,Indore,positive,traffic congestion,106,24,45,289
2025-05-08 15:59:52.119433,user_3498,Why is road repair always fine in Nagpur? Need better governance.,Nagpur,neutral,road repair,238,45,22,394
2025-05-13 19:53:04.157761,user_33326,Can someone help with street lighting problem in Patna? It's really good.,Patna,positive,street lighting,107,18,26,221
2025-05-21 19:42:28.413388,user_26475,The pollution situation in Pune is standard. #civic #india,Pune,neutral,pollution,234,8,16,298
2025-05-02 12:31:04.921424,user_86028,The water shortage situation in Ludhiana is angry. #civic #india,Ludhiana,negative,water shortage,191,85,2,367
2025-05-23 01:57:32.162109,user_16988,Update on monsoon flooding in Ludhiana - things are looking amazing now!,Ludhiana,positive,monsoon flooding,387,65,1,520
2025-05-01 07:10:45.732104,user_62602,The street lighting situation in Jaipur is disappointed. #civic #india,Jaipur,negative,street lighting,219,98,4,427
2025-05-02 03:54:46.204913,user_25618,Why is corruption always disappointed in Lucknow? Need better governance.,Lucknow,negative,corruption,364,76,18,570
2025-05-06 13:17:56.795938,user_73806,The healthcare situation in Hyderabad is frustrated. #civic #india,Hyderabad,negative,healthcare,254,11,17,327
2025-05-11 23:34:13.066913,user_91716,The healthcare situation in Patna is average. #civic #india,Patna,neutral,healthcare,419,58,31,628
2025-05-03 11:25:00.701291,user_23462,Grateful for the housing improvements in Delhi. Feels terrible!,Delhi,negative,housing,317,69,11,488
2025-05-08 08:07:13.388648,user_81625,Grateful for the street lighting improvements in Surat. Feels normal!,Surat,neutral,street lighting,442,42,6,544
2025-05-18 12:30:01.922421,user_63863,Why is pollution always frustrated in Indore? Need better governance.,Indore,negative,pollution,80,50,1,183
2025-05-16 17:48:14.892567,user_65143,Grateful for the pollution improvements in Nashik. Feels regular!,Nashik,neutral,pollution,163,27,31,310
2025-05-29 05:37:11.858488,user_4182,Grateful for the housing improvements in Indore. Feels happy!,Indore,positive,housing,130,64,46,396
2025-05-03 12:55:50.649098,user_89914,Update on garbage collection in Mumbai - things are looking amazing now!,Mumbai,positive,garbage collection,341,86,46,651
2025-05-04 19:34:14.600496,user_7294,Why is public transport always standard in Patna? Need better governance.,Patna,neutral,public transport,91,49,8,213
2025-05-29 06:53:39.476621,user_29629,Update on public transport in Mumbai - things are looking disappointed now!,Mumbai,negative,public transport,332,12,0,356
2025-05-01 14:33:54.619226,user_39779,Update on road repair in Indore - things are looking great now!,Indore,positive,road repair,259,44,36,455
2025-05-08 20:21:35.043826,user_69787,Can someone help with water shortage problem in Pune? It's really bad.,Pune,negative,water shortage,62,6,47,215
2025-05-16 22:08:14.646892,user_15434,Can someone help with garbage collection problem in Pimpri-Chinchwad? It's really bad.,Pimpri-Chinchwad,negative,garbage collection,458,17,42,618
2025-05-26 07:10:43.308648,user_80808,Why is healthcare always good in Ahmedabad? Need better governance.,Ahmedabad,positive,healthcare,102,11,22,190
2025-04-30 15:46:11.163649,user_99718,Update on garbage collection in Nashik - things are looking frustrated now!,Nashik,negative,garbage collection,254,86,4,438
2025-05-28 06:26:17.591050,user_30131,Grateful for the power outage improvements in Nashik. Feels horrible!,Nashik,negative,power outage,111,79,8,293
2025-05-14 22:39:53.891278,user_81786,Grateful for the garbage collection improvements in Agra. Feels fine!,Agra,neutral,garbage collection,132,99,8,354
2025-05-10 23:57:41.411565,user_88960,Update on power outage in Hyderabad - things are looking angry now!,Hyderabad,negative,power outage,119,57,33,332
2025-05-14 07:33:03.775252,user_49539,Grateful for the education improvements in Chennai. Feels excellent!,Chennai,positive,education,82,63,9,235
2025-05-05 19:19:50.250984,user_74030,Can someone help with corruption problem in Surat? It's really normal.,Surat,neutral,corruption,368,45,16,506
2025-05-19 06:06:17.214699,user_61044,The corruption situation in Nashik is horrible. #civic #india,Nashik,negative,corruption,35,18,5,86
2025-05-16 23:29:40.396650,user_95839,Can someone help with power outage problem in Bhopal? It's really excellent.,Bhopal,positive,power outage,171,11,2,199
2025-05-11 19:10:00.989993,user_4162,Why is corruption always frustrated in Kolkata? Need better governance.,Kolkata,negative,corruption,96,14,46,262
2025-05-14 17:19:39.029171,user_62881,Why is pollution always fantastic in Thane? Need better governance.,Thane,positive,pollution,325,91,42,633
2025-05-09 15:59:05.063071,user_95736,Update on power outage in Pimpri-Chinchwad - things are looking regular now!,Pimpri-Chinchwad,neutral,power outage,276,3,24,354
2025-05-08 20:57:12.160152,user_87779,Can someone help with monsoon flooding problem in Vadodara? It's really excellent.,Vadodara,positive,monsoon flooding,331,16,7,384
2025-05-02 17:08:02.726814,user_60372,The housing situation in Patna is wonderful. #civic #india,Patna,positive,housing,321,95,2,517
2025-05-02 16:08:44.500577,user_92533,Grateful for the corruption improvements in Surat. Feels frustrated!,Surat,negative,corruption,249,98,34,547
2025-04-30 23:23:01.685661,user_72638,Can someone help with education problem in Delhi? It's really great.,Delhi,positive,education,269,34,20,397
2025-05-29 21:35:07.517397,user_19487,Why is pollution always disappointed in Ludhiana? Need better governance.,Ludhiana,negative,pollution,124,88,28,384
2025-05-06 00:42:10.655787,user_5494,Update on traffic congestion in Ahmedabad - things are looking standard now!,Ahmedabad,neutral,traffic congestion,287,88,19,520
2025-05-13 02:53:13.619456,user_3792,Grateful for the water shortage improvements in Delhi. Feels fine!,Delhi,neutral,water shortage,397,88,10,603
2025-05-24 22:51:48.254517,user_86333,Update on traffic congestion in Mumbai - things are looking standard now!,Mumbai,neutral,traffic congestion,170,78,24,398
2025-05-12 08:43:43.592417,user_95566,Can someone help with power outage problem in Nashik? It's really average.,Nashik,neutral,power outage,411,63,48,681
2025-05-05 23:03:47.400150,user_17307,Grateful for the road repair improvements in Bangalore. Feels bad!,Bangalore,negative,road repair,32,6,40,164
