id,text,timestamp,user_id,location_approx,source_platform,likes,shares,language
post_0359,Jaipur में stray animals से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-08 00:25:32.479373,user_7895,"Jaipur, Rajasthan",Facebook,477,86,hinglish
post_0360,Bhopal में stray animals से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-23 20:47:32.479392,user_7477,"Bhopal, Madhya Pradesh",Facebook,1,36,en
post_0361,This new policy is a disaster for people in Delhi.,2025-05-29 02:16:32.479411,user_5648,"Delhi, Delhi",Instagram,317,59,en
post_0362,Weather in Lucknow is quite rainy today.,2025-05-04 17:47:32.479430,user_5599,"Lucknow, Uttar Pradesh",Facebook,230,88,en
post_0363,Heard a rumor that a protest march is happening in Mumbai. Can anyone confirm? #fakenewsalert,2025-05-14 06:22:32.479449,user_4216,"Mumbai, Maharashtra",Instagram,378,88,hi
post_0364,Terrible traffic jam again in Kanpur. When will this be fixed? #civicissue,2025-05-09 06:26:32.479468,user_5356,"Kanpur, Uttar Pradesh",LocalForum,448,39,hi
post_0365,Power outage for hours in Lucknow! This is unacceptable. @ কর্তৃপক্ষ,2025-05-21 08:25:32.479487,user_8062,"Lucknow, Uttar Pradesh",LocalForum,302,30,en
post_0366,बहुत अच्छा काम हो रहा है Ahmedabad में। #विकास,2025-05-22 22:58:32.479506,user_1629,"Ahmedabad, Gujarat",Twitter,269,79,en
post_0367,Garbage not collected in East Bhopal for a week. #swachhbharat?,2025-05-23 22:49:32.479524,user_4432,"Bhopal, Madhya Pradesh",LocalForum,256,4,en
post_0368,Great initiative by local authorities for local events. #positivechange,2025-05-14 00:18:32.479542,user_8115,"Thane, Maharashtra",Instagram,0,56,hi
post_0369,Loving the new park in Ahmedabad! #community #goodgovernance,2025-05-11 12:33:32.479561,user_4192,"Ahmedabad, Gujarat",Twitter,106,36,hi
post_0370,Terrible traffic jam again in Indore. When will this be fixed? #civicissue,2025-05-19 03:49:32.479580,user_4568,"Indore, Madhya Pradesh",LocalForum,119,43,en
post_0371,Concerned about the rising stray animals in our area. #safety,2025-05-09 17:46:32.479599,user_2925,"Kanpur, Uttar Pradesh",Twitter,107,60,en
post_0372,Feeling hopeful about developments in Nagpur.,2025-05-13 14:47:32.479618,user_1968,"Nagpur, Maharashtra",Facebook,292,19,en
post_0373,Pune market seems busy as usual.,2025-05-08 07:06:32.479636,user_2058,"Pune, Maharashtra",LocalForum,197,58,hi
post_0374,Thank you for addressing the pollution issue promptly!,2025-05-29 07:12:32.479655,user_2229,"Chennai, Tamil Nadu",Facebook,11,19,en
post_0375,Weather in Mumbai is quite rainy today.,2025-05-12 14:37:32.479674,user_6370,"Mumbai, Maharashtra",Twitter,298,97,hi
post_0376,बहुत अच्छा काम हो रहा है Bangalore में। #विकास,2025-05-08 14:32:32.479694,user_6342,"Bangalore, Karnataka",Instagram,183,42,hi
post_0377,This new policy is a disaster for people in Mumbai.,2025-05-15 09:17:32.479712,user_7294,"Mumbai, Maharashtra",Instagram,383,44,hinglish
post_0378,Thank you for addressing the water shortage issue promptly!,2025-05-13 16:11:32.479730,user_1891,"Jaipur, Rajasthan",Instagram,374,7,en
post_0379,Concerned about the rising theft in our area. #safety,2025-05-15 12:00:32.479757,user_7812,"Jaipur, Rajasthan",LocalForum,351,4,en
post_0380,Terrible traffic jam again in Delhi. When will this be fixed? #civicissue,2025-05-18 10:14:32.479776,user_6238,"Delhi, Delhi",Facebook,217,42,en
post_0381,Feeling hopeful about developments in Nagpur.,2025-05-23 14:43:32.479794,user_8705,"Nagpur, Maharashtra",LocalForum,135,46,en
post_0382,Chennai में illegal construction से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-25 15:49:32.479813,user_1986,"Chennai, Tamil Nadu",Instagram,327,88,en
post_0383,Garbage not collected in South Jaipur for a week. #swachhbharat?,2025-05-20 04:28:32.479832,user_4072,"Jaipur, Rajasthan",Facebook,146,30,en
post_0384,Attended a meeting about infrastructure in Mumbai today.,2025-05-17 18:08:32.479865,user_9125,"Mumbai, Maharashtra",Twitter,219,65,en
post_0385,बहुत अच्छा काम हो रहा है Bangalore में। #विकास,2025-05-16 02:52:32.479889,user_8848,"Bangalore, Karnataka",Facebook,88,47,en
post_0386,Attended a meeting about environment in Bhopal today.,2025-05-20 23:08:32.479908,user_4230,"Bhopal, Madhya Pradesh",LocalForum,488,74,en
post_0387,Concerned about the rising theft in our area. #safety,2025-05-30 06:23:32.479927,user_2667,"Delhi, Delhi",LocalForum,101,18,en
post_0388,Warning! Unverified news about a local festival spreading in Hyderabad.,2025-05-28 06:43:32.479946,user_2000,"Hyderabad, Telangana",Twitter,278,82,hinglish
post_0389,Concerned about the rising theft in our area. #safety,2025-05-20 22:00:32.479964,user_2367,"Indore, Madhya Pradesh",Twitter,309,70,en
post_0390,बहुत अच्छा काम हो रहा है Patna में। #विकास,2025-05-08 11:46:32.479983,user_8232,"Patna, Bihar",Instagram,75,70,hi
post_0391,Just observing the situation regarding water shortage in Kolkata.,2025-05-18 11:42:32.480002,user_3875,"Kolkata, West Bengal",Facebook,92,88,en
post_0392,Weather in Mumbai is quite hot today.,2025-06-01 15:29:32.480021,user_7059,"Mumbai, Maharashtra",Instagram,101,89,hinglish
post_0393,Power outage for hours in Delhi! This is unacceptable. @ কর্তৃপক্ষ,2025-05-23 05:53:32.480039,user_8117,"Delhi, Delhi",Twitter,329,65,en
post_0394,Great initiative by local authorities for infrastructure. #positivechange,2025-05-19 23:58:32.480058,user_7228,"Delhi, Delhi",LocalForum,281,71,hi
post_0395,Great initiative by local authorities for education. #positivechange,2025-05-18 06:55:32.480077,user_2177,"Ahmedabad, Gujarat",Facebook,152,11,en
post_0396,Hyderabad में noise pollution से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-29 06:13:32.480095,user_9234,"Hyderabad, Telangana",LocalForum,431,86,hinglish
post_0397,No water supply in Mumbai for 3 days! #watercrisis @localMLA,2025-05-27 18:11:32.480114,user_7570,"Mumbai, Maharashtra",Instagram,492,20,hi
post_0398,Great initiative by local authorities for local events. #positivechange,2025-05-10 21:06:32.480133,user_5431,"Thane, Maharashtra",Twitter,302,14,hi
post_0399,बहुत अच्छा काम हो रहा है Pune में। #विकास,2025-05-09 04:50:32.480152,user_5146,"Pune, Maharashtra",LocalForum,270,67,en
post_0400,Attended a meeting about infrastructure in Kolkata today.,2025-05-12 19:39:32.480170,user_5882,"Kolkata, West Bengal",Twitter,289,77,hinglish
post_0401,Loving the new park in Kolkata! #community #goodgovernance,2025-05-05 04:13:32.480189,user_9564,"Kolkata, West Bengal",Instagram,51,26,en
post_0402,Terrible traffic jam again in Hyderabad. When will this be fixed? #civicissue,2025-05-04 17:33:32.480207,user_8311,"Hyderabad, Telangana",Facebook,105,35,en
post_0403,Feeling hopeful about developments in Bhopal.,2025-05-03 14:59:32.480225,user_7787,"Bhopal, Madhya Pradesh",Twitter,89,88,en
post_0404,Endless wait times at the Collectorate in Hyderabad. #inefficiency,2025-05-03 21:54:32.480244,user_8052,"Hyderabad, Telangana",Facebook,158,70,en
post_0405,"The roads in Ward 14, Patna are in pathetic condition. #badroads",2025-05-09 15:19:32.480273,user_9636,"Patna, Bihar",Facebook,297,55,hinglish
post_0406,Heard a rumor that a new lockdown is happening in Chennai. Can anyone confirm? #fakenewsalert,2025-05-29 12:57:32.480292,user_2798,"Chennai, Tamil Nadu",Facebook,309,0,en
post_0407,Just observing the situation regarding water shortage in Mumbai.,2025-05-21 08:16:32.480315,user_7284,"Mumbai, Maharashtra",LocalForum,374,21,hinglish
post_0408,They are saying a secret plan is underway about the outsiders in Mumbai.,2025-05-11 11:39:32.480334,user_4097,"Mumbai, Maharashtra",Instagram,8,14,hi
post_0409,Concerned about the rising noise pollution in our area. #safety,2025-05-23 08:03:32.480353,user_6752,"Lucknow, Uttar Pradesh",LocalForum,124,41,hi
post_0410,This new policy is a disaster for people in Nagpur.,2025-05-25 08:45:32.480372,user_2072,"Nagpur, Maharashtra",Facebook,153,90,hinglish
post_0411,Concerned about the rising illegal construction in our area. #safety,2025-05-29 04:11:32.480390,user_7807,"Ahmedabad, Gujarat",Twitter,18,99,en
post_0412,Concerned about the rising theft in our area. #safety,2025-05-06 01:51:32.480409,user_8000,"Lucknow, Uttar Pradesh",Twitter,145,18,en
post_0413,Just observing the situation regarding water shortage in Hyderabad.,2025-05-29 22:28:32.480428,user_1482,"Hyderabad, Telangana",Twitter,107,97,en
post_0414,Great initiative by local authorities for local events. #positivechange,2025-06-01 09:40:32.480446,user_9853,"Bangalore, Karnataka",Facebook,431,36,hinglish
post_0415,Feeling hopeful about developments in Lucknow.,2025-05-19 05:33:32.480465,user_8622,"Lucknow, Uttar Pradesh",Facebook,159,10,hinglish
post_0416,Great initiative by local authorities for environment. #positivechange,2025-05-23 23:47:32.480483,user_2100,"Lucknow, Uttar Pradesh",Instagram,440,24,en
post_0417,Delhi market seems busy as usual.,2025-06-01 05:54:32.480511,user_7780,"Delhi, Delhi",Instagram,166,40,en
post_0418,Kanpur market seems busy as usual.,2025-05-16 21:22:32.480535,user_3349,"Kanpur, Uttar Pradesh",Twitter,18,67,en
post_0419,Weather in Indore is quite sunny today.,2025-05-08 02:19:32.480554,user_7764,"Indore, Madhya Pradesh",Twitter,493,35,en
post_0420,Attended a meeting about local events in Bhopal today.,2025-05-26 03:28:32.480576,user_8843,"Bhopal, Madhya Pradesh",LocalForum,386,72,en
post_0421,Feeling hopeful about developments in Nagpur.,2025-05-26 07:02:32.480595,user_6189,"Nagpur, Maharashtra",LocalForum,424,67,hinglish
post_0422,बहुत अच्छा काम हो रहा है Thane में। #विकास,2025-05-20 15:01:32.480615,user_4713,"Thane, Maharashtra",LocalForum,443,4,hi
post_0423,This new policy is a disaster for people in Jaipur.,2025-05-21 11:53:32.480633,user_8397,"Jaipur, Rajasthan",Instagram,199,49,en
post_0424,Loving the new park in Bhopal! #community #goodgovernance,2025-05-30 10:17:32.480652,user_3428,"Bhopal, Madhya Pradesh",Facebook,57,2,en
post_0425,Terrible traffic jam again in Jaipur. When will this be fixed? #civicissue,2025-05-12 02:59:32.480671,user_6291,"Jaipur, Rajasthan",Twitter,257,80,hinglish
post_0426,Weather in Kolkata is quite cloudy today.,2025-05-31 06:38:32.480690,user_5211,"Kolkata, West Bengal",Twitter,263,21,en
post_0427,Power outage for hours in Bangalore! This is unacceptable. @ কর্তৃপক্ষ,2025-05-22 04:56:32.480709,user_4374,"Bangalore, Karnataka",Instagram,310,79,hinglish
post_0428,Feeling hopeful about developments in Mumbai.,2025-05-23 09:45:32.480727,user_4083,"Mumbai, Maharashtra",Twitter,144,15,en
post_0429,Great initiative by local authorities for infrastructure. #positivechange,2025-05-22 00:41:32.480756,user_2679,"Bangalore, Karnataka",Instagram,29,22,en
post_0430,Great initiative by local authorities for environment. #positivechange,2025-05-05 13:21:32.480775,user_7099,"Hyderabad, Telangana",LocalForum,359,64,hinglish
post_0431,Loving the new park in Delhi! #community #goodgovernance,2025-05-08 11:41:32.480793,user_5037,"Delhi, Delhi",Twitter,405,81,hinglish
post_0432,Weather in Pune is quite sunny today.,2025-05-26 01:29:32.480812,user_6280,"Pune, Maharashtra",Facebook,271,75,hi
post_0433,बहुत अच्छा काम हो रहा है Bangalore में। #विकास,2025-05-27 12:27:32.480830,user_4725,"Bangalore, Karnataka",LocalForum,291,96,en
post_0434,Terrible traffic jam again in Kolkata. When will this be fixed? #civicissue,2025-05-10 14:16:32.480849,user_3408,"Kolkata, West Bengal",LocalForum,340,1,en
post_0435,Concerned about the rising theft in our area. #safety,2025-05-07 00:00:32.480867,user_6962,"Chennai, Tamil Nadu",Instagram,322,51,hi
post_0436,Thank you for addressing the waste management issue promptly!,2025-05-03 09:35:32.480886,user_4267,"Bhopal, Madhya Pradesh",LocalForum,465,54,en
post_0437,Thank you for addressing the pollution issue promptly!,2025-05-28 05:39:32.480905,user_5437,"Bangalore, Karnataka",Twitter,315,11,en
post_0438,Thane market seems busy as usual.,2025-05-18 15:19:32.480924,user_9785,"Thane, Maharashtra",Twitter,428,34,en
post_0439,Power outage for hours in Patna! This is unacceptable. @ কর্তৃপক্ষ,2025-05-03 08:19:32.480943,user_8629,"Patna, Bihar",Twitter,133,66,hinglish
post_0440,"The roads in Ward 18, Patna are in pathetic condition. #badroads",2025-05-18 01:09:32.480962,user_8693,"Patna, Bihar",Twitter,72,14,en
post_0441,Endless wait times at the Police Station in Kanpur. #inefficiency,2025-05-13 05:59:32.480980,user_8002,"Kanpur, Uttar Pradesh",LocalForum,129,34,en
post_0442,Just observing the situation regarding crime in Hyderabad.,2025-05-15 18:41:32.480999,user_7097,"Hyderabad, Telangana",LocalForum,255,9,hi
post_0443,Garbage not collected in East Nagpur for a week. #swachhbharat?,2025-05-09 06:36:32.481017,user_5259,"Nagpur, Maharashtra",LocalForum,94,13,en
post_0444,They are saying a secret plan is underway about the the government in Nagpur.,2025-06-01 18:45:32.481037,user_5917,"Nagpur, Maharashtra",Instagram,237,51,en
post_0445,Thank you for addressing the crime issue promptly!,2025-05-31 05:20:32.481055,user_8045,"Kanpur, Uttar Pradesh",Instagram,24,12,hi
post_0446,Great initiative by local authorities for health services. #positivechange,2025-05-13 06:53:32.481079,user_3964,"Patna, Bihar",Facebook,481,67,en
post_0447,This new policy is a disaster for people in Delhi.,2025-05-08 17:57:32.481098,user_8340,"Delhi, Delhi",Instagram,443,11,hinglish
post_0448,Concerned about the rising stray animals in our area. #safety,2025-05-05 19:30:32.481117,user_1845,"Lucknow, Uttar Pradesh",Facebook,19,17,hinglish
post_0449,Weather in Kolkata is quite hot today.,2025-05-05 02:29:32.481136,user_2884,"Kolkata, West Bengal",Facebook,42,1,en
post_0450,Endless wait times at the Police Station in Lucknow. #inefficiency,2025-05-05 09:42:32.481155,user_7430,"Lucknow, Uttar Pradesh",Twitter,498,4,en
post_0451,Feeling hopeful about developments in Mumbai.,2025-05-15 06:51:32.481174,user_7488,"Mumbai, Maharashtra",Instagram,129,10,hi
post_0452,Attended a meeting about environment in Kolkata today.,2025-05-15 08:46:32.481192,user_9648,"Kolkata, West Bengal",Twitter,470,82,en
post_0453,बहुत अच्छा काम हो रहा है Chennai में। #विकास,2025-05-25 05:40:32.481212,user_6448,"Chennai, Tamil Nadu",LocalForum,155,61,hinglish
post_0454,Forwarded as received: free money distribution in Ahmedabad! Is this true?,2025-05-19 13:54:32.481230,user_9591,"Ahmedabad, Gujarat",Instagram,251,96,hi
post_0455,Hyderabad में stray animals से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-30 04:22:32.481249,user_6671,"Hyderabad, Telangana",Twitter,272,51,hinglish
post_0456,Weather in Delhi is quite rainy today.,2025-05-04 12:25:32.481268,user_5517,"Delhi, Delhi",Instagram,230,49,en
post_0457,Power outage for hours in Ahmedabad! This is unacceptable. @ কর্তৃপক্ষ,2025-05-28 12:26:32.481287,user_2549,"Ahmedabad, Gujarat",Instagram,454,85,hinglish
post_0458,Garbage not collected in North Hyderabad for a week. #swachhbharat?,2025-05-28 09:59:32.481306,user_8898,"Hyderabad, Telangana",Facebook,404,78,en
post_0459,Pune market seems busy as usual.,2025-05-12 22:38:32.481325,user_8993,"Pune, Maharashtra",LocalForum,375,38,hinglish
post_0460,This new policy is a disaster for people in Chennai.,2025-05-29 07:48:32.481345,user_7356,"Chennai, Tamil Nadu",Twitter,473,84,hinglish
post_0461,They are saying a secret plan is underway about the the government in Ahmedabad.,2025-05-12 14:24:32.481364,user_5268,"Ahmedabad, Gujarat",Instagram,159,35,en
post_0462,बहुत अच्छा काम हो रहा है Hyderabad में। #विकास,2025-05-17 05:12:32.481383,user_5795,"Hyderabad, Telangana",LocalForum,394,62,en
post_0463,Pune market seems busy as usual.,2025-05-12 12:06:32.481401,user_8961,"Pune, Maharashtra",LocalForum,195,33,hinglish
post_0464,Just observing the situation regarding traffic in Nagpur.,2025-05-13 16:01:32.481430,user_1593,"Nagpur, Maharashtra",Instagram,231,98,en
post_0465,Great initiative by local authorities for education. #positivechange,2025-05-24 12:32:32.481449,user_4493,"Delhi, Delhi",Facebook,41,20,hinglish
post_0466,Delhi market seems busy as usual.,2025-05-23 19:12:32.481467,user_5200,"Delhi, Delhi",Twitter,191,16,en
post_0467,Concerned about the rising illegal construction in our area. #safety,2025-05-09 23:20:32.481489,user_7272,"Chennai, Tamil Nadu",Instagram,129,59,hinglish
post_0468,"The roads in Ward 5, Patna are in pathetic condition. #badroads",2025-05-18 07:51:32.481507,user_9433,"Patna, Bihar",Instagram,313,59,en
post_0469,Bhopal में illegal construction से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-25 11:33:32.481530,user_9906,"Bhopal, Madhya Pradesh",Twitter,246,33,en
post_0470,Great initiative by local authorities for environment. #positivechange,2025-05-25 10:53:32.481549,user_8088,"Lucknow, Uttar Pradesh",Twitter,78,16,hinglish
post_0471,Terrible traffic jam again in Mumbai. When will this be fixed? #civicissue,2025-05-05 09:37:32.481567,user_8340,"Mumbai, Maharashtra",Instagram,466,68,hi
post_0472,Terrible traffic jam again in Mumbai. When will this be fixed? #civicissue,2025-05-22 07:38:32.481586,user_5940,"Mumbai, Maharashtra",Twitter,199,86,hi
post_0473,Feeling hopeful about developments in Indore.,2025-05-23 07:16:32.481609,user_9599,"Indore, Madhya Pradesh",Facebook,482,23,en
post_0474,Garbage not collected in South Patna for a week. #swachhbharat?,2025-05-17 03:41:32.481628,user_7420,"Patna, Bihar",Instagram,231,57,hi
post_0475,Thank you for addressing the crime issue promptly!,2025-05-20 04:50:32.481646,user_5531,"Thane, Maharashtra",Facebook,398,82,hi
post_0476,Heard a rumor that a celebrity visit is happening in Chennai. Can anyone confirm? #fakenewsalert,2025-05-26 13:33:32.481665,user_9754,"Chennai, Tamil Nadu",LocalForum,490,57,en
post_0477,Attended a meeting about local events in Delhi today.,2025-05-29 03:31:32.481683,user_6439,"Delhi, Delhi",Twitter,137,37,en
post_0478,Great initiative by local authorities for education. #positivechange,2025-05-18 16:33:32.481702,user_8504,"Bhopal, Madhya Pradesh",Instagram,222,7,hinglish
post_0479,Loving the new park in Kolkata! #community #goodgovernance,2025-05-25 23:59:32.481720,user_2827,"Kolkata, West Bengal",Facebook,381,67,hi
post_0480,Just observing the situation regarding crime in Bhopal.,2025-05-19 23:20:32.481739,user_9569,"Bhopal, Madhya Pradesh",Twitter,118,61,hi
post_0481,"The roads in Ward 18, Pune are in pathetic condition. #badroads",2025-05-15 22:40:32.481757,user_4747,"Pune, Maharashtra",LocalForum,139,90,en
post_0482,Great initiative by local authorities for environment. #positivechange,2025-05-26 06:07:32.481775,user_1780,"Hyderabad, Telangana",LocalForum,180,31,en
post_0483,Thank you for addressing the waste management issue promptly!,2025-05-18 06:50:32.481794,user_1521,"Mumbai, Maharashtra",Twitter,270,16,hi
post_0484,Attended a meeting about health services in Thane today.,2025-05-25 14:06:32.481812,user_6784,"Thane, Maharashtra",Instagram,487,58,hinglish
post_0485,Power outage for hours in Patna! This is unacceptable. @ কর্তৃপক্ষ,2025-05-19 14:39:32.481831,user_3461,"Patna, Bihar",Facebook,467,84,en
post_0486,Weather in Bangalore is quite sunny today.,2025-05-21 13:15:32.481850,user_3160,"Bangalore, Karnataka",Twitter,375,20,hinglish
post_0487,Garbage not collected in West Nagpur for a week. #swachhbharat?,2025-05-30 09:22:32.481869,user_5875,"Nagpur, Maharashtra",Facebook,232,46,en
post_0488,No water supply in Kanpur for 3 days! #watercrisis @localMLA,2025-05-15 11:48:32.481891,user_8165,"Kanpur, Uttar Pradesh",Twitter,148,7,hinglish
post_0489,Power outage for hours in Delhi! This is unacceptable. @ কর্তৃপক্ষ,2025-05-20 00:15:32.481913,user_1646,"Delhi, Delhi",Facebook,150,95,hi
post_0490,No water supply in Kanpur for 3 days! #watercrisis @localMLA,2025-05-22 10:39:32.481932,user_5330,"Kanpur, Uttar Pradesh",Instagram,344,21,hinglish
post_0491,Power outage for hours in Thane! This is unacceptable. @ কর্তৃপক্ষ,2025-05-05 19:43:32.481950,user_5558,"Thane, Maharashtra",Instagram,435,26,hinglish
post_0492,Loving the new park in Bhopal! #community #goodgovernance,2025-05-15 17:10:32.481968,user_5183,"Bhopal, Madhya Pradesh",Twitter,43,76,hi
post_0493,Heard a rumor that a celebrity visit is happening in Chennai. Can anyone confirm? #fakenewsalert,2025-05-11 21:24:32.481987,user_2724,"Chennai, Tamil Nadu",Instagram,352,55,hinglish
post_0494,Just observing the situation regarding water shortage in Chennai.,2025-05-30 10:42:32.482006,user_1022,"Chennai, Tamil Nadu",LocalForum,412,29,hinglish
post_0495,This new policy is a disaster for people in Chennai.,2025-05-26 20:14:32.482025,user_8295,"Chennai, Tamil Nadu",LocalForum,228,7,hinglish
post_0496,Hyderabad market seems busy as usual.,2025-05-23 16:53:32.482043,user_7272,"Hyderabad, Telangana",Facebook,363,4,hinglish
post_0497,Concerned about the rising noise pollution in our area. #safety,2025-05-31 07:57:32.482062,user_6343,"Ahmedabad, Gujarat",Twitter,319,97,en
post_0498,No water supply in Thane for 3 days! #watercrisis @localMLA,2025-05-22 22:40:32.482081,user_4967,"Thane, Maharashtra",LocalForum,301,90,hi
post_0499,Indore में बिजली की कटौती से जनता परेशान। #powercut,2025-05-07 06:20:32.482099,user_3159,"Indore, Madhya Pradesh",LocalForum,12,8,en
post_0500,Just observing the situation regarding traffic in Hyderabad.,2025-05-14 04:39:32.482118,user_3649,"Hyderabad, Telangana",Instagram,313,53,en
post_0501,Feeling hopeful about developments in Chennai.,2025-05-21 15:47:32.482136,user_2037,"Chennai, Tamil Nadu",Instagram,120,33,en
post_0502,बहुत अच्छा काम हो रहा है Patna में। #विकास,2025-05-12 12:50:32.482155,user_4983,"Patna, Bihar",LocalForum,242,94,hinglish
post_0503,Chennai में बिजली की कटौती से जनता परेशान। #powercut,2025-05-11 02:05:32.482174,user_8378,"Chennai, Tamil Nadu",LocalForum,100,57,en
post_0504,They are saying a secret plan is underway about the outsiders in Delhi.,2025-05-29 17:57:32.482193,user_2929,"Delhi, Delhi",Twitter,23,98,en
post_0505,Forwarded as received: a dangerous chemical spill in Delhi! Is this true?,2025-05-08 03:23:32.482212,user_6588,"Delhi, Delhi",LocalForum,309,20,en
post_0506,Terrible traffic jam again in Kanpur. When will this be fixed? #civicissue,2025-05-24 02:15:32.482230,user_6891,"Kanpur, Uttar Pradesh",Twitter,187,56,en
post_0507,Concerned about the rising stray animals in our area. #safety,2025-05-20 12:44:32.482249,user_3563,"Hyderabad, Telangana",Instagram,220,13,en
post_0508,Terrible traffic jam again in Delhi. When will this be fixed? #civicissue,2025-05-30 08:24:32.482272,user_5431,"Delhi, Delhi",Facebook,185,54,en
post_0509,Warning! Unverified news about a local festival spreading in Indore.,2025-05-14 04:05:32.482290,user_1161,"Indore, Madhya Pradesh",Twitter,157,81,en
post_0510,Chennai में noise pollution से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-14 13:12:32.482309,user_4390,"Chennai, Tamil Nadu",Twitter,365,82,en
post_0511,Warning! Unverified news about a local festival spreading in Bhopal.,2025-05-11 08:16:32.482329,user_1541,"Bhopal, Madhya Pradesh",Facebook,313,30,hi
post_0512,बहुत अच्छा काम हो रहा है Lucknow में। #विकास,2025-05-29 13:13:32.482347,user_6469,"Lucknow, Uttar Pradesh",Instagram,182,54,hinglish
post_0513,Just observing the situation regarding water shortage in Kanpur.,2025-06-01 14:09:32.482366,user_2136,"Kanpur, Uttar Pradesh",LocalForum,250,91,en
post_0514,Just observing the situation regarding pollution in Mumbai.,2025-05-06 17:50:32.482384,user_2019,"Mumbai, Maharashtra",Instagram,117,44,hinglish
post_0515,Garbage not collected in South Indore for a week. #swachhbharat?,2025-06-01 15:55:32.482403,user_2283,"Indore, Madhya Pradesh",Twitter,147,46,hinglish
post_0516,बहुत अच्छा काम हो रहा है Nagpur में। #विकास,2025-05-06 17:55:32.482421,user_3125,"Nagpur, Maharashtra",Facebook,123,74,en
post_0517,Feeling hopeful about developments in Indore.,2025-05-26 23:35:32.482440,user_4471,"Indore, Madhya Pradesh",Facebook,324,60,en
post_0518,Garbage not collected in West Ahmedabad for a week. #swachhbharat?,2025-05-23 14:58:32.482459,user_6068,"Ahmedabad, Gujarat",LocalForum,106,93,en
post_0519,This new policy is a disaster for people in Bhopal.,2025-05-03 10:16:32.482492,user_3757,"Bhopal, Madhya Pradesh",Instagram,336,50,en
post_0520,Forwarded as received: a dangerous chemical spill in Mumbai! Is this true?,2025-05-12 13:19:32.482511,user_9738,"Mumbai, Maharashtra",Twitter,301,25,en
post_0521,Thane में बिजली की कटौती से जनता परेशान। #powercut,2025-05-15 03:32:32.482534,user_8999,"Thane, Maharashtra",Facebook,420,83,hinglish
post_0522,Endless wait times at the Collectorate in Bhopal. #inefficiency,2025-05-16 11:51:32.482553,user_9895,"Bhopal, Madhya Pradesh",LocalForum,260,99,en
post_0523,Loving the new park in Thane! #community #goodgovernance,2025-05-28 04:22:32.482572,user_8462,"Thane, Maharashtra",LocalForum,497,34,hinglish
post_0524,Terrible traffic jam again in Hyderabad. When will this be fixed? #civicissue,2025-06-01 08:04:32.482590,user_1685,"Hyderabad, Telangana",Facebook,315,59,hi
post_0525,Jaipur में noise pollution से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-08 12:37:32.482613,user_7868,"Jaipur, Rajasthan",LocalForum,413,23,hi
post_0526,This new policy is a disaster for people in Nagpur.,2025-05-21 22:31:32.482631,user_5998,"Nagpur, Maharashtra",Twitter,162,54,en
post_0527,Forwarded as received: a dangerous chemical spill in Pune! Is this true?,2025-05-05 18:05:32.482654,user_1905,"Pune, Maharashtra",LocalForum,335,15,en
post_0528,Terrible traffic jam again in Hyderabad. When will this be fixed? #civicissue,2025-05-11 22:36:32.482672,user_1204,"Hyderabad, Telangana",LocalForum,69,43,en
post_0529,No water supply in Kolkata for 3 days! #watercrisis @localMLA,2025-05-24 19:25:32.482690,user_3643,"Kolkata, West Bengal",Instagram,337,56,en
post_0530,Feeling hopeful about developments in Mumbai.,2025-05-13 04:11:32.482709,user_5000,"Mumbai, Maharashtra",Instagram,474,6,hinglish
post_0531,"The roads in Ward 10, Mumbai are in pathetic condition. #badroads",2025-05-27 17:43:32.482732,user_1671,"Mumbai, Maharashtra",Facebook,247,74,hinglish
post_0532,No water supply in Thane for 3 days! #watercrisis @localMLA,2025-05-13 08:46:32.482751,user_7342,"Thane, Maharashtra",LocalForum,404,41,hinglish
post_0533,Forwarded as received: all schools closing tomorrow in Ahmedabad! Is this true?,2025-05-07 20:05:32.482770,user_7285,"Ahmedabad, Gujarat",Twitter,312,36,hinglish
post_0534,Thank you for addressing the crime issue promptly!,2025-05-07 11:43:32.482789,user_4670,"Bangalore, Karnataka",LocalForum,217,36,hinglish
post_0535,This new policy is a disaster for people in Patna.,2025-05-09 15:42:32.482808,user_9562,"Patna, Bihar",LocalForum,344,84,hinglish
post_0536,Warning! Unverified news about a local festival spreading in Kolkata.,2025-05-21 23:28:32.482826,user_8345,"Kolkata, West Bengal",Twitter,116,67,en
post_0537,Kanpur में illegal construction से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-24 01:39:32.482844,user_4062,"Kanpur, Uttar Pradesh",Instagram,288,80,hi
post_0538,Warning! Unverified news about a local festival spreading in Nagpur.,2025-05-10 06:33:32.482863,user_8097,"Nagpur, Maharashtra",Facebook,42,40,en
post_0539,Concerned about the rising noise pollution in our area. #safety,2025-05-26 10:12:32.482887,user_5624,"Kanpur, Uttar Pradesh",Twitter,97,69,en
post_0540,"The roads in Ward 17, Chennai are in pathetic condition. #badroads",2025-05-20 02:27:32.482906,user_4648,"Chennai, Tamil Nadu",Instagram,329,84,hinglish
